Subscription type: 4
Trying 127.0.0.1:40001...
Connected to 127.0.0.1:40001
Message_type information: P - Market status, M - Quote, T - Trade
T, 100923, REL, 1023.5

T, 100924, REL, 1024.5

T, 100925, REL, 1025.5

T, 100926, REL, 1026.5

T, 100927, REL, 1027.5

T, 100928, REL, 1028.5

T, 100929, REL, 1029.5

T, 100930, REL, 1030.5

T, 100931, REL, 1031.5

T, 100932, REL, 1032.5

T, 100933, REL, 1033.5

T, 100934, REL, 1034.5

T, 100935, REL, 1035.5

T, 100936, REL, 1036.5

T, 100937, REL, 1037.5

T, 100938, REL, 1038.5

T, 100939, REL, 1039.5

T, 100940, REL, 1040.5

T, 100941, REL, 1041.5

T, 100942, REL, 1042.5

T, 100943, REL, 1043.5

T, 100944, REL, 1044.5

T, 100945, REL, 1045.5

T, 100946, REL, 1046.5

T, 100947, REL, 1047.5

T, 100948, REL, 1048.5

T, 100949, REL, 1049.5

T, 100950, REL, 1050.5

T, 100951, REL, 1051.5

T, 100952, REL, 1052.5

T, 100953, REL, 1053.5

T, 100954, REL, 1054.5

T, 100955, REL, 1055.5

T, 100956, REL, 1056.5

T, 100957, REL, 1057.5

T, 100958, REL, 1058.5

T, 100959, REL, 1059.5

T, 100960, REL, 1060.5

T, 100961, REL, 1061.5

T, 100962, REL, 1062.5

T, 100963, REL, 1063.5

T, 100964, REL, 1064.5

T, 100965, REL, 1065.5

T, 100966, REL, 1066.5

T, 100967, REL, 1067.5

T, 100968, REL, 1068.5

T, 100969, REL, 1069.5

T, 100970, REL, 1070.5

T, 100971, REL, 1071.5

T, 100972, REL, 1072.5

T, 100973, REL, 1073.5

T, 100974, REL, 1074.5

T, 100975, REL, 1075.5

T, 100976, REL, 1076.5

T, 100977, REL, 1077.5

T, 100978, REL, 1078.5

T, 100979, REL, 1079.5

T, 100980, REL, 1080.5

T, 100981, REL, 1081.5

T, 100982, REL, 1082.5

T, 100983, REL, 1083.5

T, 100984, REL, 1084.5

T, 100985, REL, 1085.5

T, 100986, REL, 1086.5

T, 100987, REL, 1087.5

T, 100988, REL, 1088.5

T, 100989, REL, 1089.5

T, 100990, REL, 1090.5

T, 100991, REL, 1091.5

T, 100992, REL, 1092.5

T, 100993, REL, 1093.5

T, 100994, REL, 1094.5

T, 100995, REL, 1095.5

T, 100996, REL, 1096.5

T, 100997, REL, 1097.5

T, 100998, REL, 1098.5

T, 100999, REL, 1099.5

T, 101000, REL, 1100.5

T, 101001, REL, 1101.5

T, 101002, REL, 1102.5

T, 101003, REL, 1103.5

T, 101004, REL, 1104.5

T, 101005, REL, 1105.5

T, 101006, REL, 1106.5

T, 101007, REL, 1107.5

T, 101008, REL, 1108.5

T, 101009, REL, 1109.5

T, 101010, REL, 1110.5

T, 101011, REL, 1111.5

T, 101012, REL, 1112.5

T, 101013, REL, 1113.5

T, 101014, REL, 1114.5

T, 101015, REL, 1115.5

T, 101016, REL, 1116.5

T, 101017, REL, 1117.5

T, 101018, REL, 1118.5

T, 101019, REL, 1119.5

T, 101020, REL, 1120.5

T, 101021, REL, 1121.5

T, 101022, REL, 1122.5

T, 101023, REL, 1123.5

T, 101024, REL, 1124.5

T, 101025, REL, 1125.5

T, 101026, REL, 1126.5

T, 101027, REL, 1127.5

T, 101028, REL, 1128.5

T, 101029, REL, 1129.5

T, 101030, REL, 1130.5

T, 101031, REL, 1131.5

T, 101032, REL, 1132.5

T, 101033, REL, 1133.5

T, 101034, REL, 1134.5

T, 101035, REL, 1135.5

T, 101036, REL, 1136.5

T, 101037, REL, 1137.5

T, 101038, REL, 1138.5

T, 101039, REL, 1139.5

T, 101040, REL, 1140.5

T, 101041, REL, 1141.5

T, 101042, REL, 1142.5

T, 101043, REL, 1143.5

T, 101044, REL, 1144.5

T, 101045, REL, 1145.5

T, 101046, REL, 1146.5

T, 101047, REL, 1147.5

T, 101048, REL, 1148.5

T, 101049, REL, 1149.5

T, 101050, REL, 1150.5

T, 101051, REL, 1151.5

T, 101052, REL, 1152.5

T, 101053, REL, 1153.5

T, 101054, REL, 1154.5

T, 101055, REL, 1155.5

T, 101056, REL, 1156.5

T, 101057, REL, 1157.5

T, 101058, REL, 1158.5

T, 101059, REL, 1159.5

T, 101060, REL, 1160.5

T, 101061, REL, 1161.5

T, 101062, REL, 1162.5

T, 101063, REL, 1163.5

T, 101064, REL, 1164.5

T, 101065, REL, 1165.5

T, 101066, REL, 1166.5

T, 101067, REL, 1167.5

T, 101068, REL, 1168.5

T, 101069, REL, 1169.5

T, 101070, REL, 1170.5

T, 101071, REL, 1171.5

T, 101072, REL, 1172.5

T, 101073, REL, 1173.5

T, 101074, REL, 1174.5

T, 101075, REL, 1175.5

T, 101076, REL, 1176.5

T, 101077, REL, 1177.5

T, 101078, REL, 1178.5

T, 101079, REL, 1179.5

T, 101080, REL, 1180.5

T, 101081, REL, 1181.5

T, 101082, REL, 1182.5

T, 101083, REL, 1183.5

T, 101084, REL, 1184.5

T, 101085, REL, 1185.5

T, 101086, REL, 1186.5

T, 101087, REL, 1187.5

T, 101088, REL, 1188.5

T, 101089, REL, 1189.5

T, 101090, REL, 1190.5

T, 101091, REL, 1191.5

T, 101092, REL, 1192.5

T, 101093, REL, 1193.5

T, 101094, REL, 1194.5

T, 101095, REL, 1195.5

T, 101096, REL, 1196.5

T, 101097, REL, 1197.5

T, 101098, REL, 1198.5

T, 101099, REL, 1199.5

T, 101100, REL, 1200.5

T, 101101, REL, 1201.5

T, 101102, REL, 1202.5

T, 101103, REL, 1203.5

T, 101104, REL, 1204.5

T, 101105, REL, 1205.5

T, 101106, REL, 1206.5

T, 101107, REL, 1207.5

T, 101108, REL, 1208.5

T, 101109, REL, 1209.5

T, 101110, REL, 1210.5

T, 101111, REL, 1211.5

T, 101112, REL, 1212.5

T, 101113, REL, 1213.5

T, 101114, REL, 1214.5

T, 101115, REL, 1215.5

T, 101116, REL, 1216.5

T, 101117, REL, 1217.5

T, 101118, REL, 1218.5

T, 101119, REL, 1219.5

T, 101120, REL, 1220.5

T, 101121, REL, 1221.5

T, 101122, REL, 1222.5

T, 101123, REL, 1223.5

T, 101124, REL, 1224.5

T, 101125, REL, 1225.5

T, 101126, REL, 1226.5

T, 101127, REL, 1227.5

T, 101128, REL, 1228.5

T, 101129, REL, 1229.5

T, 101130, REL, 1230.5

T, 101131, REL, 1231.5

T, 101132, REL, 1232.5

T, 101133, REL, 1233.5

T, 101134, REL, 1234.5

T, 101135, REL, 1235.5

T, 101136, REL, 1236.5

T, 101137, REL, 1237.5

T, 101138, REL, 1238.5

T, 101139, REL, 1239.5

T, 101140, REL, 1240.5

T, 101141, REL, 1241.5

T, 101142, REL, 1242.5

T, 101143, REL, 1243.5

T, 101144, REL, 1244.5

T, 101145, REL, 1245.5

T, 101146, REL, 1246.5

T, 101147, REL, 1247.5

T, 101148, REL, 1248.5

T, 101149, REL, 1249.5

T, 101150, REL, 1250.5

T, 101151, REL, 1251.5

T, 101152, REL, 1252.5

T, 101153, REL, 1253.5

T, 101154, REL, 1254.5

T, 101155, REL, 1255.5

T, 101156, REL, 1256.5

T, 101157, REL, 1257.5

T, 101158, REL, 1258.5

T, 101159, REL, 1259.5

T, 101160, REL, 1260.5

T, 101161, REL, 1261.5

T, 101162, REL, 1262.5

T, 101163, REL, 1263.5

T, 101164, REL, 1264.5

T, 101165, REL, 1265.5

T, 101166, REL, 1266.5

T, 101167, REL, 1267.5

T, 101168, REL, 1268.5

T, 101169, REL, 1269.5

T, 101170, REL, 1270.5

T, 101171, REL, 1271.5

T, 101172, REL, 1272.5

T, 101173, REL, 1273.5

T, 101174, REL, 1274.5

T, 101175, REL, 1275.5

T, 101176, REL, 1276.5

T, 101177, REL, 1277.5

T, 101178, REL, 1278.5

T, 101179, REL, 1279.5

T, 101180, REL, 1280.5

T, 101181, REL, 1281.5

T, 101182, REL, 1282.5

T, 101183, REL, 1283.5

T, 101184, REL, 1284.5

T, 101185, REL, 1285.5

T, 101186, REL, 1286.5

T, 101187, REL, 1287.5

T, 101188, REL, 1288.5

T, 101189, REL, 1289.5

T, 101190, REL, 1290.5

T, 101191, REL, 1291.5

T, 101192, REL, 1292.5

T, 101193, REL, 1293.5

T, 101194, REL, 1294.5

T, 101195, REL, 1295.5

T, 101196, REL, 1296.5

T, 101197, REL, 1297.5

T, 101198, REL, 1298.5

T, 101199, REL, 1299.5

T, 101200, REL, 1300.5

T, 101201, REL, 1301.5

T, 101202, REL, 1302.5

T, 101203, REL, 1303.5

T, 101204, REL, 1304.5

T, 101205, REL, 1305.5

T, 101206, REL, 1306.5

T, 101207, REL, 1307.5

T, 101208, REL, 1308.5

T, 101209, REL, 1309.5

T, 101210, REL, 1310.5

T, 101211, REL, 1311.5

T, 101212, REL, 1312.5

T, 101213, REL, 1313.5

T, 101214, REL, 1314.5

T, 101215, REL, 1315.5

T, 101216, REL, 1316.5

T, 101217, REL, 1317.5

T, 101218, REL, 1318.5

T, 101219, REL, 1319.5

T, 101220, REL, 1320.5

T, 101221, REL, 1321.5

T, 101222, REL, 1322.5

T, 101223, REL, 1323.5

T, 101224, REL, 1324.5

T, 101225, REL, 1325.5

T, 101226, REL, 1326.5

T, 101227, REL, 1327.5

T, 101228, REL, 1328.5

T, 101229, REL, 1329.5

T, 101230, REL, 1330.5

T, 101231, REL, 1331.5

T, 101232, REL, 1332.5

T, 101233, REL, 1333.5

T, 101234, REL, 1334.5

T, 101235, REL, 1335.5

T, 101236, REL, 1336.5

T, 101237, REL, 1337.5

T, 101238, REL, 1338.5

T, 101239, REL, 1339.5

T, 101240, REL, 1340.5

T, 101241, REL, 1341.5

T, 101242, REL, 1342.5

T, 101243, REL, 1343.5

T, 101244, REL, 1344.5

T, 101245, REL, 1345.5

T, 101246, REL, 1346.5

T, 101247, REL, 1347.5

T, 101248, REL, 1348.5

T, 101249, REL, 1349.5

T, 101250, REL, 1350.5

T, 101251, REL, 1351.5

T, 101252, REL, 1352.5

T, 101253, REL, 1353.5

T, 101254, REL, 1354.5

T, 101255, REL, 1355.5

T, 101256, REL, 1356.5

T, 101257, REL, 1357.5

T, 101258, REL, 1358.5

T, 101259, REL, 1359.5

T, 101260, REL, 1360.5

T, 101261, REL, 1361.5

T, 101262, REL, 1362.5

T, 101263, REL, 1363.5

T, 101264, REL, 1364.5

T, 101265, REL, 1365.5

T, 101266, REL, 1366.5

T, 101267, REL, 1367.5

T, 101268, REL, 1368.5

T, 101269, REL, 1369.5

T, 101270, REL, 1370.5

T, 101271, REL, 1371.5

T, 101272, REL, 1372.5

T, 101273, REL, 1373.5

T, 101274, REL, 1374.5

T, 101275, REL, 1375.5

T, 101276, REL, 1376.5

T, 101277, REL, 1377.5

T, 101278, REL, 1378.5

T, 101279, REL, 1379.5

T, 101280, REL, 1380.5

T, 101281, REL, 1381.5

T, 101282, REL, 1382.5

T, 101283, REL, 1383.5

T, 101284, REL, 1384.5

T, 101285, REL, 1385.5

T, 101286, REL, 1386.5

T, 101287, REL, 1387.5

T, 101288, REL, 1388.5

T, 101289, REL, 1389.5

T, 101290, REL, 1390.5

T, 101291, REL, 1391.5

T, 101292, REL, 1392.5

T, 101293, REL, 1393.5

T, 101294, REL, 1394.5

T, 101295, REL, 1395.5

T, 101296, REL, 1396.5

T, 101297, REL, 1397.5

T, 101298, REL, 1398.5

T, 101299, REL, 1399.5

T, 101300, REL, 1400.5

T, 101301, REL, 1401.5

T, 101302, REL, 1402.5

T, 101303, REL, 1403.5

T, 101304, REL, 1404.5

T, 101305, REL, 1405.5

T, 101306, REL, 1406.5

T, 101307, REL, 1407.5

T, 101308, REL, 1408.5

T, 101309, REL, 1409.5

T, 101310, REL, 1410.5

T, 101311, REL, 1411.5

T, 101312, REL, 1412.5

T, 101313, REL, 1413.5

T, 101314, REL, 1414.5

T, 101315, REL, 1415.5

T, 101316, REL, 1416.5

T, 101317, REL, 1417.5

T, 101318, REL, 1418.5

T, 101319, REL, 1419.5

T, 101320, REL, 1420.5

T, 101321, REL, 1421.5

T, 101322, REL, 1422.5

T, 101323, REL, 1423.5

T, 101324, REL, 1424.5

T, 101325, REL, 1425.5

T, 101326, REL, 1426.5

T, 101327, REL, 1427.5

T, 101328, REL, 1428.5

T, 101329, REL, 1429.5

T, 101330, REL, 1430.5

T, 101331, REL, 1431.5

T, 101332, REL, 1432.5

T, 101333, REL, 1433.5

T, 101334, REL, 1434.5

T, 101335, REL, 1435.5

T, 101336, REL, 1436.5

T, 101337, REL, 1437.5

T, 101338, REL, 1438.5

T, 101339, REL, 1439.5

T, 101340, REL, 1440.5

T, 101341, REL, 1441.5

T, 101342, REL, 1442.5

T, 101343, REL, 1443.5

T, 101344, REL, 1444.5

T, 101345, REL, 1445.5

T, 101346, REL, 1446.5

T, 101347, REL, 1447.5

T, 101348, REL, 1448.5

T, 101349, REL, 1449.5

T, 101350, REL, 1450.5

T, 101351, REL, 1451.5

T, 101352, REL, 1452.5

T, 101353, REL, 1453.5

T, 101354, REL, 1454.5

T, 101355, REL, 1455.5

T, 101356, REL, 1456.5

T, 101357, REL, 1457.5

T, 101358, REL, 1458.5

T, 101359, REL, 1459.5

T, 101360, REL, 1460.5

T, 101361, REL, 1461.5

T, 101362, REL, 1462.5

T, 101363, REL, 1463.5

T, 101364, REL, 1464.5

T, 101365, REL, 1465.5

T, 101366, REL, 1466.5

T, 101367, REL, 1467.5

T, 101368, REL, 1468.5

T, 101369, REL, 1469.5

T, 101370, REL, 1470.5

T, 101371, REL, 1471.5

T, 101372, REL, 1472.5

T, 101373, REL, 1473.5

T, 101374, REL, 1474.5

T, 101375, REL, 1475.5

T, 101376, REL, 1476.5

T, 101377, REL, 1477.5

T, 101378, REL, 1478.5

T, 101379, REL, 1479.5

T, 101380, REL, 1480.5

T, 101381, REL, 1481.5

T, 101382, REL, 1482.5

T, 101383, REL, 1483.5

T, 101384, REL, 1484.5

T, 101385, REL, 1485.5

T, 101386, REL, 1486.5

T, 101387, REL, 1487.5

T, 101388, REL, 1488.5

T, 101389, REL, 1489.5

T, 101390, REL, 1490.5

T, 101391, REL, 1491.5

T, 101392, REL, 1492.5

T, 101393, REL, 1493.5

T, 101394, REL, 1494.5

T, 101395, REL, 1495.5

T, 101396, REL, 1496.5

T, 101397, REL, 1497.5

T, 101398, REL, 1498.5

T, 101399, REL, 1499.5

T, 101400, REL, 1500.5

T, 101401, REL, 1501.5

T, 101402, REL, 1502.5

T, 101403, REL, 1503.5

T, 101404, REL, 1504.5

T, 101405, REL, 1505.5

T, 101406, REL, 1506.5

T, 101407, REL, 1507.5

T, 101408, REL, 1508.5

T, 101409, REL, 1509.5

T, 101410, REL, 1510.5

T, 101411, REL, 1511.5

T, 101412, REL, 1512.5

T, 101413, REL, 1513.5

T, 101414, REL, 1514.5

T, 101415, REL, 1515.5

T, 101416, REL, 1516.5

T, 101417, REL, 1517.5

T, 101418, REL, 1518.5

T, 101419, REL, 1519.5

T, 101420, REL, 1520.5

T, 101421, REL, 1521.5

T, 101422, REL, 1522.5

T, 101423, REL, 1523.5

T, 101424, REL, 1524.5

T, 101425, REL, 1525.5

T, 101426, REL, 1526.5

T, 101427, REL, 1527.5

T, 101428, REL, 1528.5

T, 101429, REL, 1529.5

T, 101430, REL, 1530.5

T, 101431, REL, 1531.5

T, 101432, REL, 1532.5

T, 101433, REL, 1533.5

T, 101434, REL, 1534.5

T, 101435, REL, 1535.5

T, 101436, REL, 1536.5

T, 101437, REL, 1537.5

T, 101438, REL, 1538.5

T, 101439, REL, 1539.5

T, 101440, REL, 1540.5

T, 101441, REL, 1541.5

T, 101442, REL, 1542.5

T, 101443, REL, 1543.5

T, 101444, REL, 1544.5

T, 101445, REL, 1545.5

T, 101446, REL, 1546.5

T, 101447, REL, 1547.5

T, 101448, REL, 1548.5

T, 101449, REL, 1549.5

T, 101450, REL, 1550.5

T, 101451, REL, 1551.5

T, 101452, REL, 1552.5

T, 101453, REL, 1553.5

T, 101454, REL, 1554.5

T, 101455, REL, 1555.5

T, 101456, REL, 1556.5

T, 101457, REL, 1557.5

T, 101458, REL, 1558.5

T, 101459, REL, 1559.5

T, 101460, REL, 1560.5

T, 101461, REL, 1561.5

T, 101462, REL, 1562.5

T, 101463, REL, 1563.5

T, 101464, REL, 1564.5

T, 101465, REL, 1565.5

T, 101466, REL, 1566.5

T, 101467, REL, 1567.5

T, 101468, REL, 1568.5

T, 101469, REL, 1569.5

T, 101470, REL, 1570.5

T, 101471, REL, 1571.5

T, 101472, REL, 1572.5

T, 101473, REL, 1573.5

T, 101474, REL, 1574.5

T, 101475, REL, 1575.5

T, 101476, REL, 1576.5

T, 101477, REL, 1577.5

T, 101478, REL, 1578.5

T, 101479, REL, 1579.5

T, 101480, REL, 1580.5

T, 101481, REL, 1581.5

T, 101482, REL, 1582.5

T, 101483, REL, 1583.5

T, 101484, REL, 1584.5

T, 101485, REL, 1585.5

T, 101486, REL, 1586.5

T, 101487, REL, 1587.5

T, 101488, REL, 1588.5

T, 101489, REL, 1589.5

T, 101490, REL, 1590.5

T, 101491, REL, 1591.5

T, 101492, REL, 1592.5

T, 101493, REL, 1593.5

T, 101494, REL, 1594.5

T, 101495, REL, 1595.5

T, 101496, REL, 1596.5

T, 101497, REL, 1597.5

T, 101498, REL, 1598.5

T, 101499, REL, 1599.5

T, 101500, REL, 1600.5

T, 101501, REL, 1601.5

T, 101502, REL, 1602.5

T, 101503, REL, 1603.5

T, 101504, REL, 1604.5

T, 101505, REL, 1605.5

T, 101506, REL, 1606.5

T, 101507, REL, 1607.5

T, 101508, REL, 1608.5

T, 101509, REL, 1609.5

T, 101510, REL, 1610.5

T, 101511, REL, 1611.5

T, 101512, REL, 1612.5

T, 101513, REL, 1613.5

T, 101514, REL, 1614.5

T, 101515, REL, 1615.5

T, 101516, REL, 1616.5

T, 101517, REL, 1617.5

T, 101518, REL, 1618.5

T, 101519, REL, 1619.5

T, 101520, REL, 1620.5

T, 101521, REL, 1621.5

T, 101522, REL, 1622.5

T, 101523, REL, 1623.5

T, 101524, REL, 1624.5

T, 101525, REL, 1625.5

T, 101526, REL, 1626.5

T, 101527, REL, 1627.5

T, 101528, REL, 1628.5

T, 101529, REL, 1629.5

T, 101530, REL, 1630.5

T, 101531, REL, 1631.5

T, 101532, REL, 1632.5

T, 101533, REL, 1633.5

T, 101534, REL, 1634.5

T, 101535, REL, 1635.5

T, 101536, REL, 1636.5

T, 101537, REL, 1637.5

T, 101538, REL, 1638.5

T, 101539, REL, 1639.5

T, 101540, REL, 1640.5

T, 101541, REL, 1641.5

T, 101542, REL, 1642.5

T, 101543, REL, 1643.5

T, 101544, REL, 1644.5

T, 101545, REL, 1645.5

T, 101546, REL, 1646.5

T, 101547, REL, 1647.5

T, 101548, REL, 1648.5

T, 101549, REL, 1649.5

T, 101550, REL, 1650.5

T, 101551, REL, 1651.5

T, 101552, REL, 1652.5

T, 101553, REL, 1653.5

T, 101554, REL, 1654.5

T, 101555, REL, 1655.5

T, 101556, REL, 1656.5

T, 101557, REL, 1657.5

T, 101558, REL, 1658.5

T, 101559, REL, 1659.5

T, 101560, REL, 1660.5

T, 101561, REL, 1661.5

T, 101562, REL, 1662.5

T, 101563, REL, 1663.5

T, 101564, REL, 1664.5

T, 101565, REL, 1665.5

T, 101566, REL, 1666.5

T, 101567, REL, 1667.5

T, 101568, REL, 1668.5

T, 101569, REL, 1669.5

T, 101570, REL, 1670.5

T, 101571, REL, 1671.5

T, 101572, REL, 1672.5

T, 101573, REL, 1673.5

T, 101574, REL, 1674.5

T, 101575, REL, 1675.5

T, 101576, REL, 1676.5

T, 101577, REL, 1677.5

T, 101578, REL, 1678.5

T, 101579, REL, 1679.5

T, 101580, REL, 1680.5

T, 101581, REL, 1681.5

T, 101582, REL, 1682.5

T, 101583, REL, 1683.5

T, 101584, REL, 1684.5

T, 101585, REL, 1685.5

T, 101586, REL, 1686.5

T, 101587, REL, 1687.5

T, 101588, REL, 1688.5

T, 101589, REL, 1689.5

T, 101590, REL, 1690.5

T, 101591, REL, 1691.5

T, 101592, REL, 1692.5

T, 101593, REL, 1693.5

T, 101594, REL, 1694.5

T, 101595, REL, 1695.5

T, 101596, REL, 1696.5

T, 101597, REL, 1697.5

T, 101598, REL, 1698.5

T, 101599, REL, 1699.5

T, 101600, REL, 1700.5

T, 101601, REL, 1701.5

T, 101602, REL, 1702.5

T, 101603, REL, 1703.5

T, 101604, REL, 1704.5

T, 101605, REL, 1705.5

T, 101606, REL, 1706.5

T, 101607, REL, 1707.5

T, 101608, REL, 1708.5

T, 101609, REL, 1709.5

T, 101610, REL, 1710.5

T, 101611, REL, 1711.5

T, 101612, REL, 1712.5

T, 101613, REL, 1713.5

T, 101614, REL, 1714.5

T, 101615, REL, 1715.5

T, 101616, REL, 1716.5

T, 101617, REL, 1717.5

T, 101618, REL, 1718.5

T, 101619, REL, 1719.5

T, 101620, REL, 1720.5

T, 101621, REL, 1721.5

T, 101622, REL, 1722.5

T, 101623, REL, 1723.5

T, 101624, REL, 1724.5

T, 101625, REL, 1725.5

T, 101626, REL, 1726.5

T, 101627, REL, 1727.5

T, 101628, REL, 1728.5

T, 101629, REL, 1729.5

T, 101630, REL, 1730.5

T, 101631, REL, 1731.5

T, 101632, REL, 1732.5

T, 101633, REL, 1733.5

T, 101634, REL, 1734.5

T, 101635, REL, 1735.5

T, 101636, REL, 1736.5

T, 101637, REL, 1737.5

T, 101638, REL, 1738.5

T, 101639, REL, 1739.5

T, 101640, REL, 1740.5

T, 101641, REL, 1741.5

T, 101642, REL, 1742.5

T, 101643, REL, 1743.5

T, 101644, REL, 1744.5

T, 101645, REL, 1745.5

T, 101646, REL, 1746.5

T, 101647, REL, 1747.5

T, 101648, REL, 1748.5

T, 101649, REL, 1749.5

T, 101650, REL, 1750.5

T, 101651, REL, 1751.5

T, 101652, REL, 1752.5

T, 101653, REL, 1753.5

T, 101654, REL, 1754.5

T, 101655, REL, 1755.5

T, 101656, REL, 1756.5

T, 101657, REL, 1757.5

T, 101658, REL, 1758.5

T, 101659, REL, 1759.5

T, 101660, REL, 1760.5

T, 101661, REL, 1761.5

T, 101662, REL, 1762.5

T, 101663, REL, 1763.5

T, 101664, REL, 1764.5

T, 101665, REL, 1765.5

T, 101666, REL, 1766.5

T, 101667, REL, 1767.5

T, 101668, REL, 1768.5

T, 101669, REL, 1769.5

T, 101670, REL, 1770.5

T, 101671, REL, 1771.5

T, 101672, REL, 1772.5

T, 101673, REL, 1773.5

T, 101674, REL, 1774.5

T, 101675, REL, 1775.5

T, 101676, REL, 1776.5

T, 101677, REL, 1777.5

T, 101678, REL, 1778.5

T, 101679, REL, 1779.5

T, 101680, REL, 1780.5

T, 101681, REL, 1781.5

T, 101682, REL, 1782.5

T, 101683, REL, 1783.5

T, 101684, REL, 1784.5

T, 101685, REL, 1785.5

T, 101686, REL, 1786.5

T, 101687, REL, 1787.5

T, 101688, REL, 1788.5

T, 101689, REL, 1789.5

T, 101690, REL, 1790.5

T, 101691, REL, 1791.5

T, 101692, REL, 1792.5

T, 101693, REL, 1793.5

T, 101694, REL, 1794.5

T, 101695, REL, 1795.5

T, 101696, REL, 1796.5

T, 101697, REL, 1797.5

T, 101698, REL, 1798.5

T, 101699, REL, 1799.5

T, 101700, REL, 1800.5

T, 101701, REL, 1801.5

T, 101702, REL, 1802.5

T, 101703, REL, 1803.5

T, 101704, REL, 1804.5

T, 101705, REL, 1805.5

T, 101706, REL, 1806.5

T, 101707, REL, 1807.5

T, 101708, REL, 1808.5

T, 101709, REL, 1809.5

T, 101710, REL, 1810.5

T, 101711, REL, 1811.5

T, 101712, REL, 1812.5

T, 101713, REL, 1813.5

T, 101714, REL, 1814.5

T, 101715, REL, 1815.5

T, 101716, REL, 1816.5

T, 101717, REL, 1817.5

T, 101718, REL, 1818.5

T, 101719, REL, 1819.5

T, 101720, REL, 1820.5

T, 101721, REL, 1821.5

T, 101722, REL, 1822.5

T, 101723, REL, 1823.5

T, 101724, REL, 1824.5

T, 101725, REL, 1825.5

T, 101726, REL, 1826.5

T, 101727, REL, 1827.5

T, 101728, REL, 1828.5

T, 101729, REL, 1829.5

T, 101730, REL, 1830.5

T, 101731, REL, 1831.5

T, 101732, REL, 1832.5

T, 101733, REL, 1833.5

T, 101734, REL, 1834.5

T, 101735, REL, 1835.5

T, 101736, REL, 1836.5

T, 101737, REL, 1837.5

T, 101738, REL, 1838.5

T, 101739, REL, 1839.5

T, 101740, REL, 1840.5

T, 101741, REL, 1841.5

T, 101742, REL, 1842.5

T, 101743, REL, 1843.5

T, 101744, REL, 1844.5

T, 101745, REL, 1845.5

T, 101746, REL, 1846.5

T, 101747, REL, 1847.5

T, 101748, REL, 1848.5

T, 101749, REL, 1849.5

T, 101750, REL, 1850.5

T, 101751, REL, 1851.5

T, 101752, REL, 1852.5

T, 101753, REL, 1853.5

T, 101754, REL, 1854.5

T, 101755, REL, 1855.5

T, 101756, REL, 1856.5

T, 101757, REL, 1857.5

T, 101758, REL, 1858.5

T, 101759, REL, 1859.5

T, 101760, REL, 1860.5

T, 101761, REL, 1861.5

T, 101762, REL, 1862.5

T, 101763, REL, 1863.5

T, 101764, REL, 1864.5

T, 101765, REL, 1865.5

T, 101766, REL, 1866.5

T, 101767, REL, 1867.5

T, 101768, REL, 1868.5

T, 101769, REL, 1869.5

T, 101770, REL, 1870.5

T, 101771, REL, 1871.5

T, 101772, REL, 1872.5

T, 101773, REL, 1873.5

T, 101774, REL, 1874.5

T, 101775, REL, 1875.5

T, 101776, REL, 1876.5

T, 101777, REL, 1877.5

T, 101778, REL, 1878.5

T, 101779, REL, 1879.5

T, 101780, REL, 1880.5

T, 101781, REL, 1881.5

T, 101782, REL, 1882.5

T, 101783, REL, 1883.5

T, 101784, REL, 1884.5

T, 101785, REL, 1885.5

T, 101786, REL, 1886.5

T, 101787, REL, 1887.5

T, 101788, REL, 1888.5

T, 101789, REL, 1889.5

T, 101790, REL, 1890.5

T, 101791, REL, 1891.5

T, 101792, REL, 1892.5

T, 101793, REL, 1893.5
